,x,y,z
270,-2.824442,-47.490341,11.937194
271,-1.509984,-47.490341,51.42926
272,-1.158973,-47.490341,21.744459
273,-0.932127,-47.490341,35.551479
274,-59.852669,-56.490341,-0.324494
275,-59.834167,-56.490341,-12.210647
276,-57.964676,-56.490341,12.028789
277,-55.480385,-56.490341,26.950981
278,-54.279144,-56.490341,-21.301666
279,-51.256134,-56.490341,38.207878
280,-45.022385,-56.490341,48.045174
281,-43.089554,-56.490341,-19.636246
282,-35.137497,-56.490341,54.821507
283,-32.879028,-56.490341,-18.21649
284,-24.810881,-56.490341,63.135674
285,-20.333742,-56.490341,-13.670492
286,-14.964457,-56.490341,65.421829
287,-12.072803,-56.490341,-7.319945
288,-4.23584,-56.490341,0.710761
289,-4.210135,-56.490341,60.100288
290,-1.627436,-56.490341,12.731277
291,-1.545774,-56.490341,49.538239
292,-0.791376,-56.490341,39.136703
293,-0.192761,-56.490341,25.870712
294,-54.453236,-64.490341,4.232246
295,-53.424904,-64.490341,16.547392
296,-52.780186,-64.490341,-11.319241
297,-51.083019,-64.490341,26.964199
298,-46.527237,-64.490341,36.129971
299,-45.348984,-64.490341,-17.506256
300,-40.122059,-64.490341,44.172726
301,-34.129738,-64.490341,-18.526554
302,-33.18824,-64.490341,53.194218
303,-23.707079,-64.490341,-16.441174
304,-23.246658,-64.490341,60.490021
305,-13.868867,-64.490341,-10.815256
306,-11.257973,-64.490341,63.956108
307,-6.003262,-64.490341,-4.548061
308,-5.403057,-64.490341,56.329006
309,-0.680186,-64.490341,44.624447
310,-0.139129,-64.490341,4.940392
311,0.207614,-64.490341,34.433819
312,0.514257,-64.490341,20.707392
313,-50.106251,-71.990341,-8.423429
314,-49.236515,-71.990341,5.54056
315,-47.360245,-71.990341,24.388147
316,-44.02935,-71.990341,-16.511486
317,-43.478001,-71.990341,34.566463
318,-37.052055,-71.990341,42.754417
319,-34.226479,-71.990341,-18.551437
320,-25.805012,-71.990341,51.529919
321,-23.886257,-71.990341,-18.908968
322,-14.09985,-71.990341,-15.8169
323,-12.636035,-71.990341,52.367313
324,-5.023245,-71.990341,-10.778048
325,-2.501657,-71.990341,47.08157
326,0.337805,-71.990341,-0.770281
327,0.436705,-71.990341,31.388573
328,0.91372,-71.990341,19.508734
329,1.330043,-71.990341,9.420431
330,-46.407623,-78.990341,4.90098
331,-43.737633,-78.990341,16.020332
332,-42.89859,-78.990341,-8.422392
333,-39.774708,-78.990341,26.902363
334,-35.679127,-78.990341,-16.616274
335,-34.012589,-78.990341,35.402248
336,-25.329605,-78.990341,41.531715
337,-24.252489,-78.990341,-19.81735
338,-14.503902,-78.990341,-17.897966
339,-12.018172,-78.990341,48.000061
340,-4.348231,-78.990341,-15.66711
341,-2.082387,-78.990341,41.942574
342,0.028775,-78.990341,31.489313
343,1.381397,-78.990341,-1.679196
344,1.616243,-78.990341,14.757729
345,-40.170727,-85.990341,-2.96709
346,-37.227329,-85.990341,15.398544
347,-34.367332,-85.990341,-15.662823
348,-33.234699,-85.990341,24.734489
349,-24.849516,-85.990341,-21.949936
350,-22.76486,-85.990341,32.973957
351,-13.845936,-85.990341,38.532238
352,-12.295268,-85.990341,-19.968046
353,-4.341672,-85.990341,35.036217
354,-2.92564,-85.990341,-16.41074
355,1.045709,-85.990341,25.790802
356,2.376401,-85.990341,-7.521186
357,2.514129,-85.990341,11.667078
358,-35.262421,-91.490341,-5.154975
359,-31.398273,-91.490341,6.734017
360,-28.899105,-91.490341,-14.000226
361,-28.857906,-91.490341,16.438677
362,-22.478327,-91.490341,24.825108
363,-20.390043,-91.490341,-20.617249
364,-11.739748,-91.490341,28.473188
365,-9.579998,-91.490341,-19.989506
366,-2.052929,-91.490341,24.865458
367,-0.996842,-91.490341,-11.923307
368,0.598571,-91.490341,15.164526
369,2.448896,-91.490341,2.891976
370,-28.909801,-96.490341,-3.976804
371,-23.192642,-96.490341,7.708793
372,-22.675426,-96.490341,-14.339444
373,-13.243825,-96.490341,-18.766376
374,-12.895742,-96.490341,16.671719
375,-4.602282,-96.490341,-13.448834
376,-2.146753,-96.490341,16.390217
377,1.202788,-96.490341,6.308466
378,1.953855,-96.490341,-4.023132
379,-20.360811,-100.490341,-0.391223
380,-15.256437,-100.490341,-11.017721
381,-10.787895,-100.490341,7.178077
382,-5.025526,-100.490341,-10.401917
383,-1.254908,-100.490341,0.968589
384,8.635003,69.061607,13.328098
385,17.779224,69.061607,8.908282
386,2.325674,62.061607,12.325114
387,2.535328,62.061607,-1.510165
388,3.695987,62.061607,22.975256
389,4.955247,62.061607,-11.702362
390,13.828006,62.061607,28.129347
391,18.315231,62.061607,-7.715933
392,23.201101,62.061607,21.951977
393,28.497662,62.061607,12.798588
394,29.827728,62.061607,2.119342
395,1.771114,55.061607,17.431273
396,1.787806,55.061607,-0.632476
397,2.320341,55.061607,28.317348
398,3.56199,55.061607,-10.716036
399,8.313145,55.061607,37.482567
400,14.244366,55.061607,-13.54582
401,18.186768,55.061607,35.003475
402,25.73765,55.061607,27.199045
403,25.860989,55.061607,-9.212971
404,34.331394,55.061607,18.404533
405,36.344063,55.061607,-7.290204
406,41.224304,55.061607,9.763847
407,0.633254,47.061607,-5.607574
408,1.322018,47.061607,15.779079
409,2.333567,47.061607,-15.528338
410,2.502864,47.061607,30.866848
411,3.717528,47.061607,41.886703
412,12.333069,47.061607,-17.092468
413,15.434805,47.061607,42.633919
414,22.379671,47.061607,-12.286887
415,28.602154,47.061607,35.395535
416,33.469173,47.061607,-10.705029
417,37.655098,47.061607,28.567022
418,43.907482,47.061607,-7.977885
419,45.131466,47.061607,16.014326
420,0.368256,38.561607,-2.533676
421,1.241263,38.561607,7.959663
422,1.555378,38.561607,-15.88839
423,1.756597,38.561607,26.08395
424,2.862068,38.561607,40.460957
425,9.352702,38.561607,50.905987
426,11.120804,38.561607,-19.153578
427,20.660137,38.561607,47.614677
428,22.099461,38.561607,-14.595083
429,31.040146,38.561607,42.317959
430,32.336132,38.561607,-13.46995
431,38.409142,38.561607,34.839607
432,43.346306,38.561607,-12.179877
433,45.20195,38.561607,25.145859
434,51.214893,38.561607,13.16852
435,51.619423,38.561607,-3.8145
436,-0.852637,29.561607,0.18963
437,-0.100859,29.561607,10.473989
438,1.299721,29.561607,-13.413676
439,1.379964,29.561607,22.017584
440,1.734607,29.561607,34.126755
441,2.968394,29.561607,46.566975
442,5.908624,29.561607,56.267826
443,11.053971,29.561607,-19.37529
444,20.066019,29.561607,50.966705
445,21.656832,29.561607,-17.534544
446,30.347363,29.561607,46.434723
447,32.546059,29.561607,-16.684546
448,40.279297,29.561607,39.783089
449,42.989647,29.561607,-12.813516
450,46.300941,29.561607,31.455927
451,51.99931,29.561607,19.641127
452,53.020447,29.561607,-5.641391
453,56.393932,29.561607,5.554752
454,-1.214925,22.561607,-7.376262
455,-0.088481,22.561607,13.850578
456,0.9665,22.561607,26.598948
457,1.566758,22.561607,-17.64735
458,2.212395,22.561607,43.577812
459,2.911206,22.561607,55.761452
460,11.625642,22.561607,-19.299866
461,13.002138,22.561607,58.459965
462,22.736113,22.561607,54.690407
463,25.738623,22.561607,-25.891411
464,34.488758,22.561607,47.834457
465,35.545624,22.561607,-32.808369
466,43.996014,22.561607,39.195412
467,44.508522,22.561607,-27.016579
468,48.423584,22.561607,-16.956116
469,51.632954,22.561607,-5.770357
470,52.017025,22.561607,31.041876
471,57.081604,22.561607,2.57044
472,57.230343,22.561607,20.216589
473,-0.341382,14.061607,18.886826
474,0.515552,14.061607,8.846626
475,1.405117,14.061607,36.54874
476,2.160764,14.061607,-13.072594
477,2.381486,14.061607,48.119408
478,2.849363,14.061607,-2.153641
479,3.590058,14.061607,58.404682
480,11.624112,14.061607,-18.11372
481,17.68399,14.061607,59.936378
482,19.807919,14.061607,-31.446522
483,29.306787,14.061607,54.588173
484,29.464916,14.061607,-36.92313
485,37.932125,14.061607,49.249939
486,39.712566,14.061607,-36.523975
487,45.984741,14.061607,43.2752
488,50.166958,14.061607,-32.03923
489,53.314587,14.061607,34.439957
490,54.802917,14.061607,-23.089733
491,55.754379,14.061607,-11.422636
492,56.766525,14.061607,3.695861
493,59.179813,14.061607,26.139723
494,60.922581,14.061607,12.463387
495,-0.390456,5.561607,20.738737
496,0.580055,5.561607,10.138442
497,1.021641,5.561607,35.545593
498,2.211074,5.561607,46.722672
499,2.330973,5.561607,59.140572
500,2.820039,5.561607,-4.910401
501,9.2382,5.561607,-12.753496
502,10.795738,5.561607,64.954056
503,17.20315,5.561607,-20.07905
504,19.362406,5.561607,-34.258636
505,20.132904,5.561607,60.131878
506,27.532211,5.561607,-41.98584
507,33.172104,5.561607,56.343376
508,37.520454,5.561607,-40.084198
509,42.041107,5.561607,51.474243
510,47.891171,5.561607,-38.337997
511,48.492645,5.561607,43.876362
512,54.17548,5.561607,-27.13147
513,55.795074,5.561607,36.179756
514,58.824848,5.561607,-7.446803
515,60.626335,5.561607,27.324738
516,62.621544,5.561607,7.189594
517,-0.499559,-2.938393,21.285816
518,0.245154,-2.938393,11.184936
519,0.441458,-2.938393,31.886955
520,1.247793,-2.938393,60.649162
521,1.264532,-2.938393,42.765289
522,1.968551,-2.938393,0.785991
523,2.952749,-2.938393,-9.475824
524,7.786656,-2.938393,68.409157
525,16.033875,-2.938393,-16.830761
526,17.625893,-2.938393,66.216698
527,18.44335,-2.938393,-26.381466
528,21.70747,-2.938393,-37.116241
529,28.740826,-2.938393,62.098854
530,30.933369,-2.938393,-41.263119
531,37.130901,-2.938393,56.795517
532,41.428413,-2.938393,-40.657486
533,45.532372,-2.938393,51.223225
534,50.474098,-2.938393,-35.615097
535,52.129997,-2.938393,42.695473
536,56.68615,-2.938393,-25.544464
537,58.292664,-2.938393,32.466095
538,62.177818,-2.938393,-5.883852
539,63.136921,-2.938393,20.622726
540,63.468525,-2.938393,-16.006514
541,63.692444,-2.938393,4.424474
542,-0.498909,-11.938393,22.639141
543,-0.027166,-11.938393,34.252815
544,0.241819,-11.938393,-5.504771
545,0.552357,-11.938393,63.609482
546,0.714734,-11.938393,6.550112
547,0.941941,-11.938393,44.065804
548,5.074046,-11.938393,-14.732937
549,9.359774,-11.938393,69.743637
550,17.74979,-11.938393,-19.126835
551,19.519405,-11.938393,68.632988
552,26.277712,-11.938393,-29.846138
553,29.297684,-11.938393,63.345291
554,36.755608,-11.938393,-34.948318
555,38.775658,-11.938393,57.534744
556,49.191509,-11.938393,50.064598
557,50.236561,-11.938393,-33.339333
558,56.060314,-11.938393,42.782402
559,59.789627,-11.938393,-28.437832
560,60.497749,-11.938393,33.672962
561,63.806553,-11.938393,-18.656584
562,64.584015,-11.938393,23.266445
563,65.143555,-11.938393,-1.835906
564,65.394943,-11.938393,13.158743
565,-0.353952,-20.438393,24.858158
566,0.256823,-20.438393,39.281925
567,0.34016,-20.438393,64.915474
568,0.588116,-20.438393,53.552189
569,1.045355,-20.438393,-4.885066
570,1.473728,-20.438393,7.633705
571,8.727584,-20.438393,70.788963
572,11.555293,-20.438393,-7.957793
573,17.447227,-20.438393,-15.85846
574,19.477484,-20.438393,70.198868
575,24.545052,-20.438393,-23.704672
576,29.71854,-20.438393,66.326118
577,34.749619,-20.438393,-28.990934
578,38.354187,-20.438393,60.568779
579,45.017395,-20.438393,-26.209641
580,47.908726,-20.438393,52.918262
581,55.446396,-20.438393,45.299911
582,56.242142,-20.438393,-26.135586
583,61.010391,-20.438393,36.600628
584,63.865517,-20.438393,26.00111
585,64.776054,-20.438393,15.803747
586,66.225067,-20.438393,0.620255
587,66.474251,-20.438393,-17.386234
588,-0.474218,-28.938393,23.009937
589,0.443868,-28.938393,59.815971
590,0.519475,-28.938393,40.311333
591,0.817063,-28.938393,13.083184
592,3.561912,-28.938393,69.84848
593,5.88414,-28.938393,3.766889
594,8.813719,-28.938393,-6.401359
595,13.703924,-28.938393,70.079063
596,17.035782,-28.938393,-13.861779
597,24.384624,-28.938393,69.017838
598,25.682308,-28.938393,-20.872507
599,33.168739,-28.938393,63.634361
600,37.614502,-28.938393,-24.671749
601,42.470211,-28.938393,57.869625
602,51.215248,-28.938393,49.4394
603,51.819229,-28.938393,-24.948299
604,58.345249,-28.938393,42.138664
605,61.515568,-28.938393,-22.631241
606,63.041138,-28.938393,32.224674
607,64.338928,-28.938393,20.104094
608,66.067863,-28.938393,0.675318
609,66.728035,-28.938393,-12.479163
610,-0.268432,-37.938393,61.351902
611,0.508051,-37.938393,42.119137
612,1.167641,-37.938393,32.174568
613,1.314464,-37.938393,7.666762
614,1.562359,-37.938393,19.356472
615,5.0836,-37.938393,-1.871641
616,6.882563,-37.938393,70.514801
617,15.554653,-37.938393,-9.850245
618,17.387819,-37.938393,71.050316
619,23.543991,-37.938393,-16.382006
620,26.755732,-37.938393,67.537697
621,34.284431,-37.938393,-22.156004
622,36.885212,-37.938393,61.413597
623,45.626015,-37.938393,54.237915
624,48.469219,-37.938393,-26.80167
625,53.131836,-37.938393,47.19532
626,58.420834,-37.938393,38.486015
627,58.4785,-37.938393,-24.110889
628,61.500328,-37.938393,25.163984
629,64.97818,-37.938393,14.089405
630,65.320427,-37.938393,-13.333992
631,66.591805,-37.938393,2.626512
632,0.097763,-46.938393,62.515472
633,0.393608,-46.938393,44.054852
634,0.741039,-46.938393,29.127951
635,2.569114,-46.938393,18.838638
636,5.950814,-46.938393,8.163492
637,6.525812,-46.938393,71.489098
638,9.948639,-46.938393,-1.047473
639,15.595957,-46.938393,-9.300594
640,16.883734,-46.938393,69.966019
641,24.052889,-46.938393,-15.349258
642,26.23378,-46.938393,65.56012
643,33.183384,-46.938393,-19.476105
644,34.899044,-46.938393,60.106003
645,42.928406,-46.938393,54.097073
646,44.752769,-46.938393,-22.80212
647,50.290977,-46.938393,47.009605
648,54.834743,-46.938393,-25.611654
649,56.790871,-46.938393,37.472168
650,60.763683,-46.938393,-17.533831
651,60.827015,-46.938393,28.051935
652,62.380424,-46.938393,15.490826
653,63.515484,-46.938393,-3.35692
654,-0.012879,-55.938393,59.380146
655,0.603579,-55.938393,44.969433
656,1.020945,-55.938393,33.782238
657,1.448524,-55.938393,17.849228
658,2.411078,-55.938393,7.721291
659,6.830747,-55.938393,67.595596
660,7.123066,-55.938393,-1.832844
661,14.043366,-55.938393,-9.025503
662,16.87307,-55.938393,67.277252
663,22.444706,-55.938393,-15.256143
664,27.036827,-55.938393,64.17942
665,32.883011,-55.938393,-18.52356
666,35.97184,-55.938393,58.054863
667,42.311638,-55.938393,-20.811113
668,44.715797,-55.938393,47.38102
669,53.376957,-55.938393,39.975945
670,53.622658,-55.938393,-22.608995
671,57.423576,-55.938393,30.357494
672,57.951252,-55.938393,-12.842759
673,58.277447,-55.938393,20.124554
674,59.953583,-55.938393,6.445349
675,0.083671,-63.938393,6.332321
676,0.380022,-63.938393,48.045918
677,1.046752,-63.938393,59.986725
678,1.078185,-63.938393,37.537289
679,1.300251,-63.938393,25.400705
680,5.326359,-63.938393,-4.01572
681,10.465096,-63.938393,63.946083
682,12.436487,-63.938393,-11.257052
683,21.513142,-63.938393,63.37249
684,21.882549,-63.938393,-14.670992
685,30.829218,-63.938393,56.004921
686,31.175865,-63.938393,-18.760208
687,39.924683,-63.938393,49.248497
688,44.113392,-63.938393,-17.408852
689,47.327229,-63.938393,42.042988
690,51.155998,-63.938393,27.846855
691,53.916588,-63.938393,-10.039108
692,54.742203,-63.938393,15.925026
693,54.827026,-63.938393,5.290722
694,0.926746,-71.438393,9.239601
695,1.287783,-71.438393,-5.247225
696,1.304146,-71.438393,46.903774
697,1.736928,-71.438393,26.560381
698,1.950112,-71.438393,36.90213
699,7.050867,-71.438393,55.657429
700,8.581105,-71.438393,-12.543598
701,19.760975,-71.438393,55.031876
702,21.749813,-71.438393,-17.882275
703,29.468376,-71.438393,51.788292
704,32.377151,-71.438393,-17.890491
705,39.380943,-71.438393,43.987907
706,42.991447,-71.438393,-17.984186
707,44.783192,-71.438393,35.205666
708,48.060516,-71.438393,-8.67655
709,48.494431,-71.438393,24.080935
710,49.973145,-71.438393,14.05954
711,50.627655,-71.438393,2.340429
712,0.978698,-78.938393,-6.791826
713,2.060852,-78.938393,8.17383
714,2.54502,-78.938393,20.355181
715,3.91704,-78.938393,35.450027
716,5.339878,-78.938393,45.486816
717,6.764451,-78.938393,-14.8608
718,15.792451,-78.938393,47.64415
719,17.937881,-78.938393,-16.399429
720,26.770899,-78.938393,45.409882
721,28.619738,-78.938393,-18.084146
722,35.296616,-78.938393,35.380768
723,38.188713,-78.938393,-19.139719
724,41.024441,-78.938393,26.893852
725,43.331367,-78.938393,16.970661
726,43.519196,-78.938393,6.434221
727,45.075089,-78.938393,-5.417906
728,2.823953,-86.438393,5.613779
729,4.180994,-86.438393,17.91721
730,4.750974,-86.438393,-7.407901
731,6.546838,-86.438393,27.988529
732,13.310731,-86.438393,37.187069
733,14.532714,-86.438393,-15.992283
734,23.492393,-86.438393,35.762409
735,24.872526,-86.438393,-19.892693
736,33.420006,-86.438393,23.382847
737,35.241058,-86.438393,-15.231056
738,35.753391,-86.438393,13.549375
739,37.782337,-86.438393,3.429094
740,6.250593,-91.938393,7.079605
741,8.211174,-91.938393,-2.921466
742,8.483706,-91.938393,18.513752
743,12.317538,-91.938393,-14.199141
744,14.352034,-91.938393,27.200006
745,20.885756,-91.938393,-19.412083
746,23.976376,-91.938393,22.818653
747,29.112247,-91.938393,11.392493
748,30.833172,-91.938393,-15.004111
749,34.552826,-91.938393,2.516846
750,9.178377,-96.438393,4.777997
751,12.043814,-96.438393,-10.81289
752,13.696202,-96.438393,14.050557
753,20.259428,-96.438393,-16.909172
